Time,Day,Year,Quarter,Quarter Progress,Class,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Speed,Conditions
0,1.0,2016.0,Winter,0.0133333333333,Empty,19.0,15.1,0.85,30.56,10.0,4.6,Clear
0,4.0,2016.0,Winter,0.426666666667,Not Busy,26.1,21.0,0.81,30.29,10.0,3.5,Overcast
0,1.0,2016.0,Spring,0.0945945945946,Empty,28.0,19.0,0.69,30.45,10.0,0.0,Clear
0,3.0,2016.0,Spring,0.5,Not Busy,43.0,33.1,0.68,29.91,10.0,15.0,Mostly Cloudy
0,6.0,2016.0,Spring,0.918918918919,Not Busy,64.9,62.1,0.9,29.66,7.0,0.0,Mostly Cloudy
0,0.0,2015.0,Fall,0.260869565217,Empty,55.9,53.1,0.9,30.19,10.0,5.8,Overcast
0,3.0,2015.0,Fall,0.597826086957,Not Busy,60.1,57.9,0.93,30.06,8.0,6.9,Clear
0,5.0,2015.0,Fall,0.923913043478,Not Busy,35.1,34.0,0.96,30.61,6.0,8.1,Overcast
0,2.0,2016.0,Winter,0.0266666666667,Empty,27.0,19.9,0.75,30.37,10.0,8.1,Clear
0,2.0,2016.0,Spring,0.108108108108,Not Busy,43.0,30.9,0.62,29.94,10.0,13.8,Overcast
0,4.0,2016.0,Spring,0.513513513514,Not Busy,43.0,37.9,0.82,30.01,10.0,0.0,Clear
0,0.0,2016.0,Spring,0.932432432432,Moderately Busy,62.1,57.9,0.86,29.71,10.0,0.0,Partly Cloudy
0,1.0,2015.0,Fall,0.271739130435,Empty,57.0,55.0,0.93,30.17,10.0,3.5,Overcast
0,4.0,2015.0,Fall,0.608695652174,Empty,64.9,61.0,0.87,29.68,10.0,15.0,Overcast
0,4.0,2015.0,Fall,0.608695652174,Empty,64.9,61.0,0.87,29.68,10.0,15.0,Overcast
0,6.0,2015.0,Fall,0.934782608696,Moderately Busy,34.0,33.1,0.96,30.45,4.0,8.1,Scattered Clouds
0,6.0,2015.0,Fall,0.934782608696,Moderately Busy,34.0,33.1,0.96,30.45,4.0,8.1,Scattered Clouds
0,3.0,2016.0,Winter,0.04,Empty,36.0,25.0,0.64,30.19,10.0,8.1,Overcast
0,0.0,2016.0,Winter,0.84,Not Busy,46.9,37.0,0.68,29.9,10.0,16.1,Scattered Clouds
0,3.0,2016.0,Spring,0.121621621622,Empty,41.0,36.0,0.82,29.56,10.0,18.4,Overcast
0,3.0,2016.0,Spring,0.121621621622,Empty,41.0,36.0,0.82,29.56,10.0,18.4,Overcast
0,1.0,2016.0,Spring,0.945945945946,Not Busy,60.1,51.1,0.72,29.74,10.0,4.6,Clear
0,2.0,2015.0,Fall,0.282608695652,Not Busy,60.1,55.9,0.86,30.11,10.0,3.5,Overcast
0,0.0,2015.0,Fall,0.945652173913,Not Busy,30.0,30.0,1.0,30.23,2.5,0.0,Clear
0,0.0,2015.0,Fall,0.945652173913,Not Busy,30.0,30.0,1.0,30.23,2.5,0.0,Clear
0,4.0,2016.0,Winter,0.0533333333333,Empty,39.0,30.9,0.73,29.95,10.0,4.6,Overcast
0,0.0,2016.0,Winter,0.466666666667,Not Busy,32.0,27.0,0.82,29.68,10.0,5.8,Clear
0,1.0,2016.0,Winter,0.853333333333,Not Busy,59.0,46.9,0.64,29.89,10.0,13.8,Overcast
0,4.0,2016.0,Spring,0.135135135135,Empty,37.0,21.9,0.54,29.87,10.0,8.1,Overcast
0,2.0,2016.0,Spring,0.959459459459,Not Busy,55.0,48.0,0.77,29.92,10.0,0.0,Scattered Clouds
0,3.0,2015.0,Fall,0.29347826087,Empty,51.1,48.0,0.89,30.14,10.0,0.0,Clear
0,1.0,2015.0,Fall,0.95652173913,Not Busy,39.0,36.0,0.89,30.04,7.0,9.2,Overcast
0,1.0,2016.0,Winter,0.48,Not Busy,19.9,15.1,0.81,29.75,2.0,13.8,Light Snow
0,1.0,2016.0,Winter,0.48,Not Busy,19.9,15.1,0.81,29.75,2.0,13.8,Light Snow
0,2.0,2016.0,Winter,0.866666666667,Not Busy,61.0,57.0,0.87,29.84,10.0,9.2,Overcast
0,0.0,2016.0,Spring,0.554054054054,Not Busy,51.1,37.0,0.59,29.98,10.0,0.0,Clear
0,3.0,2016.0,Spring,0.972972972973,Not Busy,53.1,46.0,0.77,30.03,10.0,0.0,Clear
0,4.0,2015.0,Fall,0.304347826087,Empty,64.0,59.0,0.84,29.93,10.0,8.1,Mostly Cloudy
0,4.0,2015.0,Fall,0.304347826087,Empty,64.0,59.0,0.84,29.93,10.0,8.1,Mostly Cloudy
0,0.0,2015.0,Fall,0.641304347826,Empty,30.9,26.1,0.82,30.32,10.0,0.0,Clear
0,2.0,2015.0,Fall,0.967391304348,Not Busy,46.0,42.1,0.86,29.69,10.0,9.2,Clear
0,2.0,2016.0,Winter,0.493333333333,Not Busy,14.0,3.9,0.64,29.99,10.0,18.4,Overcast
0,3.0,2016.0,Winter,0.88,Not Busy,46.0,39.9,0.79,30.03,10.0,5.8,Scattered Clouds
0,1.0,2016.0,Spring,0.567567567568,Not Busy,50.0,48.9,0.96,29.93,5.0,11.5,Light Rain
0,1.0,2016.0,Spring,0.567567567568,Not Busy,50.0,48.9,0.96,29.93,5.0,11.5,Light Rain
0,4.0,2016.0,Spring,0.986486486486,Not Busy,63.0,60.1,0.9,29.98,10.0,6.9,Light Thunderstorms and Rain
0,4.0,2016.0,Spring,0.986486486486,Not Busy,63.0,60.1,0.9,29.98,10.0,6.9,Light Thunderstorms and Rain
0,1.0,2015.0,Fall,0.652173913043,Empty,37.9,33.1,0.83,30.15,10.0,0.0,Clear
0,3.0,2015.0,Fall,0.978260869565,Not Busy,39.9,37.0,0.89,29.75,10.0,5.8,Clear
0,0.0,2016.0,Winter,0.0933333333333,Empty,1.0,-6.0,0.72,30.13,10.0,11.5,Clear
0,3.0,2016.0,Winter,0.506666666667,Empty,10.0,-0.0,0.64,30.22,10.0,9.2,Clear
0,4.0,2016.0,Winter,0.893333333333,Not Busy,37.0,34.0,0.89,30.28,10.0,0.0,Clear
0,0.0,2016.0,Spring,0.175675675676,Empty,50.0,48.9,0.96,29.76,6.0,5.8,Overcast
0,2.0,2016.0,Spring,0.581081081081,Not Busy,53.1,52.0,0.96,29.99,1.5,3.5,Overcast
0,2.0,2016.0,Spring,0.581081081081,Not Busy,53.1,52.0,0.96,29.99,1.5,3.5,Overcast
0,2.0,2015.0,Fall,0.663043478261,Not Busy,37.9,35.1,0.89,29.99,7.0,0.0,Overcast
0,4.0,2015.0,Fall,0.989130434783,Not Busy,46.9,35.1,0.63,29.61,10.0,11.5,Clear
0,1.0,2016.0,Winter,0.106666666667,Not Busy,19.0,12.9,0.77,29.72,1.2,12.7,Haze
0,4.0,2016.0,Winter,0.52,Empty,19.0,6.1,0.57,30.25,10.0,6.9,Overcast
0,5.0,2016.0,Winter,0.906666666667,Empty,34.0,30.0,0.85,30.26,10.0,0.0,Clear
0,1.0,2016.0,Spring,0.189189189189,Empty,35.1,21.0,0.57,30.2,10.0,4.6,Clear
0,3.0,2016.0,Spring,0.594594594595,Not Busy,50.0,50.0,1.0,30.0,4.0,0.0,Rain
0,3.0,2016.0,Spring,0.594594594595,Not Busy,50.0,50.0,1.0,30.0,4.0,0.0,Rain
0,0.0,2015.0,Fall,0.336956521739,Not Busy,66.0,50.0,0.56,29.62,10.0,15.0,Clear
0,3.0,2015.0,Fall,0.673913043478,Not Busy,54.0,51.1,0.9,29.24,10.0,11.5,Partly Cloudy
0,2.0,2016.0,Winter,0.12,Empty,1.9,-7.1,0.66,30.23,10.0,8.1,Clear
0,6.0,2016.0,Winter,0.92,Not Busy,46.0,39.9,0.79,29.98,7.0,3.5,Overcast
0,6.0,2016.0,Winter,0.92,Not Busy,44.1,44.1,1.0,29.68,6.0,4.6,Overcast
0,2.0,2016.0,Spring,0.202702702703,Not Busy,36.0,27.0,0.7,30.38,10.0,0.0,Clear
0,4.0,2016.0,Spring,0.608108108108,Not Busy,53.1,43.0,0.69,29.97,10.0,8.1,Clear
0,1.0,2015.0,Fall,0.347826086957,Not Busy,52.0,39.9,0.63,29.58,10.0,12.7,Clear
0,4.0,2015.0,Fall,0.684782608696,Not Busy,41.0,28.9,0.62,29.89,10.0,16.1,Mostly Cloudy
0,3.0,2016.0,Winter,0.133333333333,Empty,25.0,19.0,0.78,29.79,10.0,5.8,Clear
0,0.0,2016.0,Winter,0.933333333333,Not Busy,44.1,44.1,1.0,29.68,6.0,4.6,Overcast
0,0.0,2016.0,Winter,0.933333333333,Not Busy,44.1,44.1,1.0,29.68,6.0,4.6,Overcast
0,3.0,2016.0,Spring,0.216216216216,Not Busy,37.0,33.1,0.86,30.28,10.0,0.0,Clear
0,2.0,2015.0,Fall,0.358695652174,Not Busy,46.0,42.1,0.86,29.88,10.0,3.5,Clear
0,4.0,2016.0,Winter,0.146666666667,Empty,42.1,37.9,0.85,29.49,10.0,15.0,Clear
0,0.0,2016.0,Winter,0.56,Not Busy,18.0,15.1,0.88,30.0,5.0,6.9,Overcast
0,0.0,2016.0,Winter,0.56,Not Busy,18.0,15.1,0.88,30.0,5.0,6.9,Overcast
0,1.0,2016.0,Winter,0.946666666667,Not Busy,46.0,43.0,0.89,29.8,6.0,0.0,Overcast
0,4.0,2016.0,Spring,0.22972972973,Not Busy,46.0,35.1,0.66,30.22,10.0,4.6,Clear
0,3.0,2015.0,Fall,0.369565217391,Empty,51.1,37.9,0.61,30.03,10.0,4.6,Clear
0,1.0,2016.0,Winter,0.573333333333,Not Busy,25.0,19.9,0.81,29.85,8.0,5.8,Overcast
0,2.0,2016.0,Winter,0.96,Not Busy,54.0,52.0,0.93,29.37,9.0,13.8,Overcast
0,2.0,2016.0,Winter,0.96,Not Busy,54.0,52.0,0.93,29.37,9.0,13.8,Overcast
0,0.0,2016.0,Spring,0.648648648649,Not Busy,46.0,30.9,0.56,30.14,10.0,6.9,Clear
0,4.0,2015.0,Fall,0.380434782609,Not Busy,46.9,32.0,0.56,30.17,10.0,5.8,Clear
0,0.0,2015.0,Fall,0.717391304348,Not Busy,54.0,33.1,0.45,30.18,10.0,9.2,Mostly Cloudy
0,2.0,2016.0,Winter,0.586666666667,Not Busy,28.0,24.1,0.85,30.05,6.0,3.5,Overcast
0,3.0,2016.0,Winter,0.973333333333,Not Busy,46.9,30.0,0.52,29.78,10.0,11.5,Clear
0,1.0,2016.0,Spring,0.662162162162,Not Busy,54.0,46.9,0.77,30.17,7.0,6.9,Light Rain
0,1.0,2015.0,Fall,0.728260869565,Not Busy,48.0,46.9,0.96,30.05,4.0,8.1,Overcast
0,1.0,2015.0,Fall,0.728260869565,Not Busy,48.0,46.9,0.96,30.05,4.0,8.1,Overcast
0,3.0,2016.0,Winter,0.6,Not Busy,23.0,18.0,0.81,30.41,10.0,0.0,Overcast
0,4.0,2016.0,Winter,0.986666666667,Not Busy,42.1,26.1,0.53,29.96,10.0,11.5,Clear
0,0.0,2016.0,Spring,0.27027027027,Empty,52.0,37.9,0.59,30.34,10.0,0.0,Clear
0,2.0,2016.0,Spring,0.675675675676,Empty,43.0,32.0,0.65,30.25,10.0,0.0,Clear
0,2.0,2015.0,Fall,0.739130434783,Not Busy,57.9,51.1,0.78,29.68,10.0,21.9,Light Rain
0,4.0,2016.0,Winter,0.613333333333,Empty,44.1,32.0,0.63,29.86,10.0,18.4,Overcast
0,1.0,2016.0,Spring,0.283783783784,Not Busy,48.0,39.0,0.71,30.24,10.0,5.8,Clear
0,3.0,2016.0,Spring,0.689189189189,Not Busy,43.0,37.0,0.8,30.23,10.0,0.0,Clear
0,0.0,2015.0,Fall,0.413043478261,Not Busy,44.1,28.0,0.53,30.31,10.0,6.9,Clear
0,3.0,2015.0,Fall,0.75,Not Busy,46.9,37.9,0.71,29.66,10.0,10.4,Partly Cloudy
0,2.0,2016.0,Winter,0.213333333333,Empty,16.0,5.0,0.62,30.39,10.0,3.5,Overcast
0,2.0,2016.0,Spring,0.297297297297,Not Busy,48.9,39.9,0.71,30.2,10.0,8.1,Partly Cloudy
0,4.0,2016.0,Spring,0.702702702703,Empty,46.0,37.9,0.73,30.18,10.0,0.0,Clear
0,1.0,2015.0,Fall,0.423913043478,Not Busy,62.1,37.0,0.39,30.05,10.0,12.7,Clear
0,4.0,2015.0,Fall,0.760869565217,Empty,36.0,16.0,0.44,30.14,10.0,11.5,Clear
0,3.0,2016.0,Winter,0.226666666667,Empty,17.1,12.0,0.81,30.32,10.0,0.0,Clear
0,3.0,2016.0,Spring,0.310810810811,Empty,57.0,55.9,0.96,29.91,5.0,6.9,Light Rain
0,2.0,2016.0,Other,0.0,Empty,66.9,62.1,0.84,30.12,10.0,0.0,Clear
0,2.0,2015.0,Fall,0.434782608696,Not Busy,57.0,55.0,0.93,30.14,10.0,4.6,Overcast
0,4.0,2016.0,Winter,0.24,Empty,19.0,15.1,0.85,30.32,6.0,5.8,Clear
0,0.0,2016.0,Winter,0.653333333333,Not Busy,28.0,25.0,0.88,30.23,10.0,0.0,Clear
0,4.0,2016.0,Spring,0.324324324324,Not Busy,53.1,48.0,0.83,29.85,10.0,0.0,Scattered Clouds
0,1.0,2015.0,Fall,0.119565217391,Empty,54.0,53.1,0.97,30.13,10.0,0.0,Clear
0,3.0,2015.0,Fall,0.445652173913,Not Busy,60.1,54.0,0.8,30.13,10.0,9.2,Clear
0,1.0,2016.0,Winter,0.666666666667,Empty,27.0,26.1,0.96,30.16,7.0,0.0,Clear
0,0.0,2016.0,Spring,0.743243243243,Empty,53.1,43.0,0.69,30.01,10.0,0.0,Clear
0,2.0,2015.0,Fall,0.130434782609,Empty,60.1,55.9,0.86,30.23,10.0,0.0,Overcast
0,4.0,2016.0,Other,0.0,Empty,69.1,66.0,0.9,30.01,8.0,3.5,Mostly Cloudy
0,4.0,2015.0,Fall,0.45652173913,Not Busy,51.1,45.0,0.8,30.29,10.0,4.6,Clear
0,0.0,2015.0,Fall,0.79347826087,Not Busy,27.0,21.9,0.81,30.03,10.0,8.1,Overcast
0,2.0,2016.0,Winter,0.68,Not Busy,35.1,30.0,0.82,29.94,10.0,11.5,Clear
0,1.0,2016.0,Spring,0.756756756757,Not Busy,60.1,43.0,0.53,29.94,10.0,3.5,Clear
0,3.0,2015.0,Fall,0.141304347826,Empty,57.0,55.9,0.96,30.25,10.0,0.0,Clear
0,1.0,2015.0,Fall,0.804347826087,Not Busy,21.9,21.0,0.96,30.24,8.0,0.0,Clear
0,0.0,2016.0,Winter,0.28,Not Busy,25.0,23.0,0.92,29.95,4.0,0.0,Clear
0,3.0,2016.0,Winter,0.693333333333,Not Busy,33.1,25.0,0.72,29.73,10.0,11.5,Overcast
0,0.0,2016.0,Spring,0.364864864865,Not Busy,64.0,51.1,0.63,29.82,10.0,9.2,Clear
0,2.0,2016.0,Spring,0.77027027027,Not Busy,73.0,57.9,0.59,29.96,10.0,10.4,Clear
0,4.0,2015.0,Fall,0.152173913043,Empty,60.1,59.0,0.96,30.25,5.0,3.5,Clear
0,2.0,2015.0,Fall,0.815217391304,Empty,33.1,28.9,0.85,30.27,9.0,6.9,Clear
0,1.0,2016.0,Winter,0.293333333333,Not Busy,36.0,34.0,0.93,29.65,2.5,9.2,Overcast
0,1.0,2016.0,Winter,0.293333333333,Not Busy,36.0,34.0,0.93,29.65,2.5,9.2,Overcast
0,4.0,2016.0,Winter,0.706666666667,Not Busy,30.9,16.0,0.54,30.21,10.0,8.1,Overcast
0,1.0,2016.0,Spring,0.378378378378,Not Busy,51.1,46.0,0.83,29.69,8.0,9.2,Overcast
0,3.0,2016.0,Spring,0.783783783784,Not Busy,64.9,64.0,0.97,29.93,7.0,9.2,Mostly Cloudy
0,0.0,2016.0,Other,0.0,Empty,63.0,54.0,0.72,29.95,10.0,11.5,Light Rain
0,0.0,2015.0,Fall,0.489130434783,Not Busy,41.0,39.0,0.93,30.4,10.0,0.0,Clear
0,2.0,2016.0,Winter,0.306666666667,Not Busy,24.1,17.1,0.75,30.24,10.0,6.9,Clear
0,2.0,2016.0,Spring,0.391891891892,Not Busy,43.0,37.0,0.8,29.95,10.0,13.8,Overcast
0,4.0,2016.0,Spring,0.797297297297,Not Busy,73.9,66.0,0.76,29.87,10.0,9.2,Clear
0,1.0,2016.0,Other,0.0,Empty,55.9,36.0,0.47,29.9,10.0,6.9,Clear
0,1.0,2015.0,Fall,0.5,Not Busy,53.1,42.1,0.66,30.32,10.0,4.6,Clear
0,3.0,2016.0,Winter,0.32,Not Busy,34.0,26.1,0.73,29.75,10.0,16.1,Mostly Cloudy
0,3.0,2016.0,Spring,0.405405405405,Not Busy,48.0,39.0,0.71,29.86,10.0,8.1,Overcast
0,3.0,2016.0,Spring,0.405405405405,Not Busy,48.0,39.0,0.71,29.86,10.0,8.1,Overcast
0,0.0,2015.0,Fall,0.184782608696,Empty,66.9,63.0,0.87,30.02,10.0,0.0,Overcast
0,2.0,2016.0,Other,0.0,Empty,53.1,46.0,0.77,29.81,10.0,3.5,Partly Cloudy
0,2.0,2015.0,Fall,0.510869565217,Empty,52.0,50.0,0.93,29.75,2.5,13.8,Light Rain
0,2.0,2015.0,Fall,0.510869565217,Empty,52.0,50.0,0.93,29.75,2.5,13.8,Light Rain
0,4.0,2016.0,Winter,0.333333333333,Empty,27.0,16.0,0.63,29.89,10.0,10.4,Overcast
0,0.0,2016.0,Winter,0.746666666667,Not Busy,36.0,28.0,0.73,29.81,10.0,8.1,Overcast
0,1.0,2016.0,Spring,0.0,Empty,35.1,32.0,0.89,30.25,10.0,0.0,Clear
0,4.0,2016.0,Spring,0.418918918919,Empty,42.1,41.0,0.96,30.04,5.0,6.9,Overcast
0,1.0,2015.0,Fall,0.195652173913,Empty,64.0,62.1,0.93,29.95,10.0,0.0,Clear
0,3.0,2016.0,Other,0.0,Empty,60.1,55.0,0.83,30.09,10.0,12.7,Mostly Cloudy
0,3.0,2015.0,Fall,0.521739130435,Empty,37.9,28.0,0.68,29.53,10.0,18.4,Clear
0,2.0,2016.0,Spring,0.0135135135135,Empty,42.1,30.9,0.65,30.12,10.0,5.8,Clear
0,0.0,2016.0,Spring,0.837837837838,Empty,68.0,57.0,0.68,30.0,10.0,5.8,Clear
0,2.0,2015.0,Fall,0.20652173913,Empty,55.9,45.0,0.67,30.16,10.0,11.5,Scattered Clouds
0,4.0,2016.0,Other,0.0,Empty,60.1,57.9,0.93,30.2,7.0,8.1,Light Rain
0,4.0,2015.0,Fall,0.532608695652,Empty,41.0,35.1,0.79,30.02,10.0,5.8,Clear
0,0.0,2015.0,Fall,0.869565217391,Empty,39.9,28.9,0.65,30.28,10.0,4.6,Overcast
0,3.0,2016.0,Spring,0.027027027027,Empty,57.9,55.9,0.93,29.47,9.0,20.7,Light Rain
0,1.0,2016.0,Spring,0.851351351351,Not Busy,64.0,57.0,0.78,30.0,10.0,0.0,Overcast
30,0.0,2016.0,Winter,0.373333333333,Empty,33.1,30.9,0.92,29.89,9.0,5.8,Clear
30,1.0,2016.0,Winter,0.76,Empty,27.0,23.0,0.85,30.03,8.0,12.7,Light Snow
30,4.0,2016.0,Spring,0.0405405405405,Empty,43.0,41.0,0.93,29.63,10.0,0.0,Overcast
30,2.0,2016.0,Spring,0.864864864865,Empty,63.0,57.9,0.84,29.96,10.0,0.0,Overcast
30,3.0,2015.0,Fall,0.217391304348,Empty,54.0,42.1,0.64,30.28,10.0,10.4,Scattered Clouds
30,1.0,2015.0,Fall,0.880434782609,Empty,42.1,41.0,0.96,29.87,2.5,4.6,Light Rain
30,1.0,2016.0,Winter,0.386666666667,Empty,30.0,28.9,0.96,30.15,4.0,0.0,Overcast
30,2.0,2016.0,Winter,0.773333333333,Empty,17.1,7.0,0.65,30.12,10.0,6.9,Clear
30,0.0,2016.0,Spring,0.459459459459,Empty,44.1,42.1,0.93,30.05,10.0,10.4,Overcast
30,3.0,2016.0,Spring,0.878378378378,Not Busy,64.0,55.0,0.73,29.96,10.0,3.5,Clear
30,4.0,2015.0,Fall,0.228260869565,Empty,53.1,42.1,0.66,30.37,10.0,11.5,Scattered Clouds
30,0.0,2015.0,Fall,0.565217391304,Empty,46.9,45.0,0.93,29.96,10.0,3.5,Clear
30,2.0,2015.0,Fall,0.891304347826,Not Busy,36.0,32.0,0.86,29.81,10.0,5.8,Overcast
30,2.0,2016.0,Winter,0.4,Empty,36.0,36.0,1.0,29.49,0.2,4.6,Fog
30,3.0,2016.0,Winter,0.786666666667,Empty,28.0,26.1,0.92,30.14,2.5,0.0,Light Snow
30,1.0,2016.0,Spring,0.472972972973,Empty,39.9,36.0,0.86,30.02,10.0,0.0,Clear
30,4.0,2016.0,Spring,0.891891891892,Not Busy,57.0,54.0,0.89,30.06,10.0,0.0,Clear
30,1.0,2015.0,Fall,0.576086956522,Empty,51.1,42.1,0.71,30.03,10.0,5.8,Clear
30,3.0,2015.0,Fall,0.902173913043,Not Busy,30.0,26.1,0.85,30.08,10.0,6.9,Mostly Cloudy
30,3.0,2016.0,Winter,0.413333333333,Not Busy,28.0,21.0,0.75,30.08,10.0,12.7,Overcast
30,4.0,2016.0,Winter,0.8,Empty,24.1,17.1,0.75,30.19,10.0,6.9,Clear
30,0.0,2016.0,Spring,0.0810810810811,Empty,37.0,28.9,0.73,29.84,10.0,13.8,Scattered Clouds
30,2.0,2016.0,Spring,0.486486486486,Empty,55.9,44.1,0.64,29.62,10.0,10.4,Overcast
30,5.0,2016.0,Spring,0.905405405405,Empty,68.0,54.0,0.61,29.95,10.0,0.0,Clear
30,2.0,2015.0,Fall,0.586956521739,Empty,50.0,50.0,1.0,30.12,0.2,0.0,Fog
30,4.0,2015.0,Fall,0.913043478261,Not Busy,35.1,33.1,0.92,30.41,8.0,9.2,Overcast
30,4.0,2016.0,Winter,0.426666666667,Empty,26.1,21.0,0.81,30.29,10.0,3.5,Overcast
30,1.0,2016.0,Spring,0.0945945945946,Empty,28.0,19.0,0.69,30.45,10.0,0.0,Clear
30,3.0,2016.0,Spring,0.5,Empty,43.0,33.1,0.68,29.91,10.0,15.0,Mostly Cloudy
30,6.0,2016.0,Spring,0.918918918919,Not Busy,64.9,62.1,0.9,29.66,7.0,0.0,Mostly Cloudy
30,0.0,2015.0,Fall,0.260869565217,Empty,55.9,53.1,0.9,30.19,10.0,5.8,Overcast
30,3.0,2015.0,Fall,0.597826086957,Not Busy,60.1,57.9,0.93,30.06,8.0,6.9,Clear
30,5.0,2015.0,Fall,0.923913043478,Empty,35.1,34.0,0.96,30.61,6.0,8.1,Overcast
30,2.0,2016.0,Winter,0.0266666666667,Empty,27.0,19.9,0.75,30.37,10.0,8.1,Clear
30,2.0,2016.0,Spring,0.108108108108,Empty,43.0,30.9,0.62,29.94,10.0,13.8,Overcast
30,4.0,2016.0,Spring,0.513513513514,Empty,43.0,37.9,0.82,30.01,10.0,0.0,Clear
30,0.0,2016.0,Spring,0.932432432432,Not Busy,62.1,57.9,0.86,29.71,10.0,0.0,Partly Cloudy
30,1.0,2015.0,Fall,0.271739130435,Empty,57.0,55.0,0.93,30.17,10.0,3.5,Overcast
30,4.0,2015.0,Fall,0.608695652174,Empty,64.9,61.0,0.87,29.64,10.0,18.4,Overcast
30,6.0,2015.0,Fall,0.934782608696,Not Busy,33.1,32.0,0.96,30.45,4.0,5.8,Clear
30,0.0,2016.0,Winter,0.84,Empty,46.9,37.0,0.68,29.9,10.0,16.1,Scattered Clouds
30,3.0,2016.0,Spring,0.121621621622,Empty,39.9,35.1,0.83,29.57,10.0,12.7,Overcast
30,1.0,2016.0,Spring,0.945945945946,Not Busy,60.1,51.1,0.72,29.74,10.0,4.6,Clear
30,2.0,2015.0,Fall,0.282608695652,Empty,60.1,55.9,0.86,30.11,10.0,3.5,Overcast
30,0.0,2015.0,Fall,0.945652173913,Not Busy,28.9,28.9,1.0,30.23,1.2,0.0,Clear
30,0.0,2016.0,Winter,0.466666666667,Empty,32.0,27.0,0.82,29.68,10.0,5.8,Clear
30,1.0,2016.0,Winter,0.853333333333,Empty,59.0,46.9,0.64,29.89,10.0,13.8,Overcast
30,4.0,2016.0,Spring,0.135135135135,Empty,37.0,21.9,0.54,29.87,10.0,8.1,Overcast
