Time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Speed,Conditions,Year,Month,Day
2400,54.0F,48.0F,80%,30.13in,10.0mi,3.5mph,Clear,2015,7,7
100,54.0F,48.0F,80%,30.12in,10.0mi,5.8mph,Clear,2015,7,8
200,54.0F,48.0F,80%,30.12in,10.0mi,8.1mph,Clear,2015,7,8
300,53.1F,48.0F,83%,30.12in,10.0mi,4.6mph,Clear,2015,7,8
400,53.1F,48.0F,83%,30.12in,10.0mi,3.5mph,Clear,2015,7,8
500,53.1F,48.9F,86%,30.12in,10.0mi,Calm,Clear,2015,7,8
600,53.1F,50.0F,89%,30.14in,10.0mi,3.5mph,Clear,2015,7,8
700,55.0F,51.1F,86%,30.13in,10.0mi,3.5mph,Clear,2015,7,8
800,57.9F,53.1F,84%,30.13in,10.0mi,4.6mph,Clear,2015,7,8
900,60.1F,52.0F,75%,30.14in,10.0mi,5.8mph,Clear,2015,7,8
1000,62.1F,52.0F,70%,30.14in,10.0mi,5.8mph,Clear,2015,7,8
1100,63.0F,52.0F,67%,30.12in,10.0mi,5.8mph,Clear,2015,7,8
1200,64.0F,54.0F,70%,30.12in,10.0mi,6.9mph,Clear,2015,7,8
1300,64.9F,52.0F,63%,30.09in,10.0mi,5.8mph,Clear,2015,7,8
1400,64.0F,54.0F,70%,30.09in,10.0mi,9.2mph,Clear,2015,7,8
1500,64.0F,53.1F,67%,30.07in,10.0mi,5.8mph,Clear,2015,7,8
1600,64.0F,53.1F,67%,30.06in,10.0mi,6.9mph,Overcast,2015,7,8
1700,64.0F,53.1F,67%,30.05in,10.0mi,6.9mph,Mostly Cloudy,2015,7,8
1800,62.1F,54.0F,75%,30.01in,10.0mi,8.1mph,Overcast,2015,7,8
1900,61.0F,54.0F,78%,30.02in,10.0mi,5.8mph,Overcast,2015,7,8
2000,61.0F,55.0F,81%,30.02in,10.0mi,4.6mph,Overcast,2015,7,8
2100,60.1F,57.0F,90%,30.01in,3.0mi,4.6mph,Light Rain,2015,7,8
2200,59.0F,57.0F,93%,30.01in,2.5mi,6.9mph,Light Rain,2015,7,8
2300,57.9F,57.0F,97%,29.99in,4.0mi,6.9mph,Light Rain,2015,7,8
2400,59.0F,57.0F,93%,29.97in,2.0mi,6.9mph,Overcast,2015,7,8
0000,59.0F,57.0F,93%,29.95in,2.5mi,10.4mph,Overcast,2015,7,9
100,59.0F,57.0F,93%,29.93in,2.5mi,8.1mph,Overcast,2015,7,9
0100,59.0F,57.9F,96%,29.92in,2.5mi,8.1mph,Overcast,2015,7,9
200,59.0F,57.9F,96%,29.92in,2.0mi,8.1mph,Overcast,2015,7,9
300,57.2F,57.2F,100%,29.90in,3.0mi,6.9mph,Overcast,2015,7,9
0300,57.9F,55.9F,93%,29.90in,2.5mi,9.2mph,Overcast,2015,7,9
400,57.2F,55.4F,94%,29.91in,3.0mi,6.9mph,Overcast,2015,7,9
0400,57.9F,57.0F,97%,29.91in,2.5mi,8.1mph,Overcast,2015,7,9
500,57.9F,57.0F,97%,29.92in,3.0mi,8.1mph,Overcast,2015,7,9
0500,59.0F,57.0F,93%,29.94in,2.0mi,10.4mph,Overcast,2015,7,9
600,59.0F,57.2F,94%,29.95in,3.0mi,6.9mph,Overcast,2015,7,9
0600,59.0F,57.0F,93%,29.96in,4.0mi,5.8mph,Overcast,2015,7,9
700,57.9F,55.9F,93%,29.97in,8.0mi,8.1mph,Overcast,2015,7,9
800,60.1F,55.0F,83%,29.99in,10.0mi,8.1mph,Overcast,2015,7,9
900,61.0F,55.0F,81%,30.01in,10.0mi,8.1mph,Overcast,2015,7,9
1000,63.0F,55.9F,78%,30.02in,10.0mi,6.9mph,Overcast,2015,7,9
1100,66.9F,55.9F,68%,30.03in,10.0mi,6.9mph,Overcast,2015,7,9
1200,69.1F,55.9F,63%,30.02in,10.0mi,5.8mph,Overcast,2015,7,9
1300,69.1F,54.0F,58%,30.04in,10.0mi,6.9mph,Scattered Clouds,2015,7,9
1400,68.0F,55.0F,63%,30.03in,10.0mi,5.8mph,Partly Cloudy,2015,7,9
1500,72.0F,51.1F,48%,30.03in,10.0mi,Calm,Clear,2015,7,9
1600,75.0F,53.1F,46%,30.03in,10.0mi,3.5mph,Clear,2015,7,9
1700,73.9F,55.9F,53%,30.02in,10.0mi,6.9mph,Partly Cloudy,2015,7,9
1800,70.0F,55.0F,59%,30.04in,10.0mi,8.1mph,Clear,2015,7,9
1900,68.0F,55.0F,63%,30.06in,10.0mi,6.9mph,Clear,2015,7,9
2000,66.9F,54.0F,63%,30.05in,10.0mi,5.8mph,Clear,2015,7,9
2100,64.9F,55.0F,70%,30.05in,10.0mi,4.6mph,Clear,2015,7,9
2200,62.1F,55.0F,78%,30.07in,10.0mi,3.5mph,Clear,2015,7,9
2300,62.1F,55.0F,78%,30.07in,10.0mi,Calm,Clear,2015,7,9
2400,61.0F,55.9F,83%,30.06in,10.0mi,Calm,Clear,2015,7,9
100,61.0F,55.9F,83%,30.06in,8.0mi,Calm,Clear,2015,7,10
200,60.1F,55.9F,86%,30.07in,8.0mi,Calm,Clear,2015,7,10
300,60.1F,55.9F,86%,30.07in,9.0mi,Calm,Clear,2015,7,10
400,59.0F,55.0F,87%,30.08in,7.0mi,Calm,Clear,2015,7,10
500,59.0F,55.0F,87%,30.09in,8.0mi,Calm,Clear,2015,7,10
600,59.0F,55.9F,90%,30.11in,6.0mi,Calm,Clear,2015,7,10
700,62.1F,57.9F,86%,30.12in,6.0mi,Calm,Clear,2015,7,10
800,66.0F,57.9F,75%,30.12in,8.0mi,Calm,Clear,2015,7,10
900,70.0F,59.0F,68%,30.13in,10.0mi,3.5mph,Clear,2015,7,10
1000,72.0F,59.0F,64%,30.13in,10.0mi,3.5mph,Clear,2015,7,10
1100,75.0F,57.0F,53%,30.13in,10.0mi,5.8mph,Clear,2015,7,10
1200,75.9F,57.9F,54%,30.13in,10.0mi,5.8mph,Clear,2015,7,10
1300,77.0F,55.0F,47%,30.13in,10.0mi,Calm,Clear,2015,7,10
1400,79.0F,55.0F,44%,30.12in,10.0mi,Calm,Clear,2015,7,10
1500,80.1F,55.9F,43%,30.10in,10.0mi,5.8mph,Clear,2015,7,10
1600,79.0F,54.0F,42%,30.10in,10.0mi,9.2mph,Clear,2015,7,10
1700,78.1F,53.1F,42%,30.10in,10.0mi,9.2mph,Clear,2015,7,10
1800,75.9F,53.1F,45%,30.09in,10.0mi,8.1mph,Clear,2015,7,10
1900,75.0F,53.1F,46%,30.09in,10.0mi,4.6mph,Clear,2015,7,10
2000,73.0F,54.0F,51%,30.10in,10.0mi,4.6mph,Clear,2015,7,10
2100,71.1F,55.0F,57%,30.11in,10.0mi,3.5mph,Clear,2015,7,10
2200,66.9F,55.9F,68%,30.13in,10.0mi,Calm,Clear,2015,7,10
2300,64.9F,55.9F,73%,30.14in,10.0mi,Calm,Clear,2015,7,10
2400,64.9F,57.0F,75%,30.13in,10.0mi,Calm,Clear,2015,7,10
100,63.0F,55.9F,78%,30.13in,10.0mi,Calm,Clear,2015,7,11
200,62.1F,55.9F,80%,30.13in,10.0mi,Calm,Clear,2015,7,11
300,62.1F,55.9F,80%,30.12in,10.0mi,Calm,Clear,2015,7,11
400,61.0F,55.9F,83%,30.14in,10.0mi,Calm,Clear,2015,7,11
500,61.0F,55.9F,83%,30.13in,10.0mi,Calm,Clear,2015,7,11
600,61.0F,55.9F,83%,30.14in,8.0mi,Calm,Clear,2015,7,11
700,64.0F,57.9F,80%,30.16in,9.0mi,Calm,Clear,2015,7,11
800,70.0F,59.0F,68%,30.16in,10.0mi,Calm,Clear,2015,7,11
900,73.0F,60.1F,64%,30.16in,10.0mi,4.6mph,Clear,2015,7,11
1000,75.9F,60.1F,58%,30.16in,10.0mi,Calm,Clear,2015,7,11
1100,75.9F,59.0F,56%,30.17in,10.0mi,10.4mph,Clear,2015,7,11
1200,78.1F,57.9F,50%,30.16in,10.0mi,9.2mph,Clear,2015,7,11
1300,78.1F,57.9F,50%,30.14in,10.0mi,11.5mph,Clear,2015,7,11
1400,78.1F,55.9F,46%,30.12in,10.0mi,6.9mph,Clear,2015,7,11
1500,78.1F,59.0F,52%,30.10in,10.0mi,9.2mph,Mostly Cloudy,2015,7,11
1600,75.9F,62.1F,62%,30.10in,10.0mi,5.8mph,Overcast,2015,7,11
1700,72.0F,63.0F,73%,30.09in,7.0mi,4.6mph,Light Rain,2015,7,11
1800,72.0F,66.0F,81%,30.08in,8.0mi,4.6mph,Overcast,2015,7,11
1900,71.1F,64.0F,78%,30.06in,9.0mi,6.9mph,Overcast,2015,7,11
2000,70.0F,64.9F,84%,30.06in,6.0mi,3.5mph,Light Rain,2015,7,11
2100,69.1F,64.9F,87%,30.06in,7.0mi,Calm,Overcast,2015,7,11
2200,69.1F,64.0F,84%,30.04in,8.0mi,4.6mph,Partly Cloudy,2015,7,11
2300,68.0F,64.0F,87%,30.04in,8.0mi,4.6mph,Overcast,2015,7,11
2400,68.0F,64.0F,87%,30.04in,7.0mi,5.8mph,Overcast,2015,7,11
0000,68.0F,64.0F,87%,30.03in,6.0mi,Calm,Overcast,2015,7,12
100,68.0F,64.0F,87%,30.02in,4.0mi,3.5mph,Light Rain,2015,7,12
200,66.9F,64.9F,93%,30.03in,5.0mi,Calm,Overcast,2015,7,12
0200,68.0F,64.9F,90%,30.02in,4.0mi,Calm,Overcast,2015,7,12
300,68.0F,64.9F,90%,30.00in,4.0mi,Calm,Overcast,2015,7,12
0300,68.0F,64.9F,90%,30.01in,4.0mi,Calm,Overcast,2015,7,12
400,68.0F,64.9F,90%,30.01in,4.0mi,4.6mph,Overcast,2015,7,12
0400,68.0F,64.9F,90%,30.02in,4.0mi,Calm,Overcast,2015,7,12
500,68.0F,64.9F,90%,30.01in,5.0mi,Calm,Overcast,2015,7,12
600,68.0F,64.9F,90%,30.01in,5.0mi,4.6mph,Overcast,2015,7,12
0600,68.0F,64.9F,90%,30.03in,2.5mi,Calm,Overcast,2015,7,12
700,66.9F,64.9F,93%,30.03in,1.8mi,3.5mph,Overcast,2015,7,12
800,66.0F,64.0F,93%,30.03in,3.0mi,Calm,Overcast,2015,7,12
0800,66.9F,64.0F,90%,30.03in,3.0mi,Calm,Overcast,2015,7,12
900,69.1F,64.9F,87%,30.02in,6.0mi,Calm,Overcast,2015,7,12
1000,73.4F,66.2F,78%,30.02in,9.0mi,Calm,Overcast,2015,7,12
1100,73.9F,66.0F,76%,30.01in,10.0mi,4.6mph,Overcast,2015,7,12
1200,75.9F,66.9F,74%,30.00in,10.0mi,6.9mph,Mostly Cloudy,2015,7,12
1300,78.1F,66.9F,68%,30.00in,10.0mi,6.9mph,Scattered Clouds,2015,7,12
1400,79.0F,66.0F,64%,29.99in,10.0mi,5.8mph,Mostly Cloudy,2015,7,12
1500,80.1F,66.0F,62%,29.96in,10.0mi,8.1mph,Partly Cloudy,2015,7,12
1600,81.0F,66.0F,60%,29.95in,10.0mi,8.1mph,Partly Cloudy,2015,7,12
1700,80.1F,66.0F,62%,29.94in,10.0mi,6.9mph,Clear,2015,7,12
1800,80.1F,66.0F,62%,29.92in,10.0mi,10.4mph,Clear,2015,7,12
1900,78.1F,64.9F,64%,29.92in,10.0mi,6.9mph,Clear,2015,7,12
2000,75.9F,66.0F,71%,29.92in,10.0mi,5.8mph,Clear,2015,7,12
2100,73.9F,64.9F,73%,29.92in,10.0mi,4.6mph,Clear,2015,7,12
2200,72.0F,64.9F,78%,29.93in,10.0mi,3.5mph,Partly Cloudy,2015,7,12
2300,72.0F,64.9F,78%,29.90in,10.0mi,4.6mph,Scattered Clouds,2015,7,12
2400,72.0F,66.0F,81%,29.88in,10.0mi,4.6mph,Mostly Cloudy,2015,7,12
100,73.9F,68.0F,82%,29.89in,10.0mi,8.1mph,Mostly Cloudy,2015,7,13
200,73.9F,68.0F,82%,29.86in,10.0mi,10.4mph,Scattered Clouds,2015,7,13
0200,73.9F,68.0F,82%,29.85in,10.0mi,9.2mph,Mostly Cloudy,2015,7,13
300,73.0F,66.9F,81%,29.81in,10.0mi,11.5mph,Partly Cloudy,2015,7,13
400,73.0F,66.9F,81%,29.78in,10.0mi,10.4mph,Scattered Clouds,2015,7,13
