Time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Speed,Conditions,Year,Month,Day
0930,68.0,55.9,0.65,29.99,10.0,0.0,Clear,2015,7,3
1000,68.0,55.9,0.65,29.99,10.0,0.0,Clear,2015,7,3
1030,73.0,55.0,0.53,29.99,10.0,3.5,Clear,2015,7,3
1100,73.0,55.0,0.53,29.99,10.0,3.5,Clear,2015,7,3
1130,73.0,54.0,0.51,29.98,10.0,3.5,Clear,2015,7,3
1200,73.0,54.0,0.51,29.98,10.0,3.5,Clear,2015,7,3
1230,73.0,53.1,0.49,29.98,10.0,5.8,Clear,2015,7,3
1300,73.0,53.1,0.49,29.98,10.0,5.8,Clear,2015,7,3
1330,73.9,53.1,0.48,29.97,10.0,-,Clear,2015,7,3
1400,73.9,53.1,0.48,29.97,10.0,-,Clear,2015,7,3
1430,75.0,53.1,0.46,29.96,10.0,5.8,Clear,2015,7,3
1500,75.0,53.1,0.46,29.96,10.0,5.8,Clear,2015,7,3
1530,75.0,53.1,0.46,29.95,10.0,6.9,Clear,2015,7,3
1600,75.0,53.1,0.46,29.95,10.0,6.9,Clear,2015,7,3
1630,73.9,53.1,0.48,29.93,10.0,9.2,Clear,2015,7,3
1700,73.9,53.1,0.48,29.93,10.0,9.2,Clear,2015,7,3
1730,72.0,52.0,0.49,29.94,10.0,8.1,Clear,2015,7,3
1800,72.0,52.0,0.49,29.94,10.0,8.1,Clear,2015,7,3
1830,71.1,52.0,0.51,29.94,10.0,5.8,Clear,2015,7,3
1900,71.1,52.0,0.51,29.94,10.0,5.8,Clear,2015,7,3
1930,68.0,52.0,0.56,29.92,10.0,4.6,Clear,2015,7,3
2000,68.0,52.0,0.56,29.92,10.0,4.6,Clear,2015,7,3
2030,66.0,53.1,0.63,29.93,10.0,0.0,Clear,2015,7,3
2100,66.0,53.1,0.63,29.93,10.0,0.0,Clear,2015,7,3
2130,64.0,54.0,0.7,29.94,10.0,0.0,Clear,2015,7,3
2200,64.0,54.0,0.7,29.94,10.0,0.0,Clear,2015,7,3
2230,62.1,54.0,0.75,29.95,10.0,0.0,Clear,2015,7,3
2300,62.1,54.0,0.75,29.95,10.0,0.0,Clear,2015,7,3
2330,61.0,54.0,0.78,29.96,10.0,0.0,Clear,2015,7,3
0000,60.1,54.0,0.8,29.96,10.0,0.0,Clear,2015,7,4
0030,60.1,54.0,0.8,29.96,10.0,0.0,Clear,2015,7,4
0100,60.1,54.0,0.8,29.96,10.0,0.0,Clear,2015,7,4
0130,59.0,54.0,0.83,29.95,9.0,0.0,Clear,2015,7,4
0200,59.0,54.0,0.83,29.95,9.0,0.0,Clear,2015,7,4
0230,59.0,54.0,0.83,29.97,9.0,0.0,Clear,2015,7,4
0300,59.0,54.0,0.83,29.97,9.0,0.0,Clear,2015,7,4
0330,59.0,54.0,0.83,29.96,7.0,0.0,Clear,2015,7,4
0400,59.0,54.0,0.83,29.96,7.0,0.0,Clear,2015,7,4
0430,57.0,53.1,0.87,29.97,6.0,0.0,Clear,2015,7,4
0500,57.0,53.1,0.87,29.97,6.0,0.0,Clear,2015,7,4
0530,59.0,54.0,0.83,29.97,6.0,0.0,Haze,2015,7,4
0600,59.0,54.0,0.83,29.97,6.0,0.0,Haze,2015,7,4
0630,61.0,55.0,0.81,29.99,6.0,0.0,Haze,2015,7,4
0700,61.0,55.0,0.81,29.99,6.0,0.0,Haze,2015,7,4
0730,66.9,57.0,0.7,29.99,10.0,0.0,Clear,2015,7,4
0800,66.9,57.0,0.7,29.99,10.0,0.0,Clear,2015,7,4
0830,72.0,55.9,0.57,29.99,10.0,3.5,Clear,2015,7,4
0900,72.0,55.9,0.57,29.99,10.0,3.5,Clear,2015,7,4
0930,75.0,57.0,0.53,30.00,10.0,0.0,Clear,2015,7,4
1000,75.0,57.0,0.53,30.00,10.0,0.0,Clear,2015,7,4
1030,75.9,55.9,0.5,30.01,10.0,3.5,Clear,2015,7,4
1100,75.9,55.9,0.5,30.01,10.0,3.5,Clear,2015,7,4
1130,78.1,57.0,0.48,30.01,10.0,4.6,Clear,2015,7,4
1200,78.1,57.0,0.48,30.01,10.0,4.6,Clear,2015,7,4
1230,80.1,55.9,0.43,30.00,10.0,4.6,Clear,2015,7,4
1300,80.1,55.9,0.43,30.00,10.0,4.6,Clear,2015,7,4
1330,79.0,55.0,0.44,30.00,10.0,5.8,Clear,2015,7,4
1400,79.0,55.0,0.44,30.00,10.0,5.8,Clear,2015,7,4
1430,81.0,54.0,0.39,30.00,10.0,3.5,Clear,2015,7,4
1500,81.0,54.0,0.39,30.00,10.0,3.5,Clear,2015,7,4
1530,81.0,55.9,0.42,29.99,10.0,5.8,Clear,2015,7,4
1600,81.0,55.9,0.42,29.99,10.0,5.8,Clear,2015,7,4
1630,80.1,57.0,0.45,29.99,10.0,6.9,Clear,2015,7,4
1700,80.1,57.0,0.45,29.99,10.0,6.9,Clear,2015,7,4
1730,79.0,55.9,0.45,29.99,10.0,6.9,Clear,2015,7,4
1800,79.0,55.9,0.45,29.99,10.0,6.9,Clear,2015,7,4
1830,77.0,55.9,0.48,29.99,10.0,4.6,Clear,2015,7,4
1900,77.0,55.9,0.48,29.99,10.0,4.6,Clear,2015,7,4
2030,71.1,55.0,0.57,30.00,10.0,0.0,Clear,2015,7,4
2100,71.1,55.0,0.57,30.00,10.0,0.0,Clear,2015,7,4
2130,69.1,55.9,0.63,30.02,9.0,3.5,Clear,2015,7,4
2200,69.1,55.9,0.63,30.02,9.0,3.5,Clear,2015,7,4
2230,66.0,55.9,0.7,30.04,9.0,0.0,Clear,2015,7,4
2300,66.0,55.9,0.7,30.04,9.0,0.0,Clear,2015,7,4
2330,66.0,55.9,0.7,30.04,5.0,0.0,Haze,2015,7,4
0000,64.0,57.0,0.78,30.04,4.0,0.0,Haze,2015,7,5
0030,64.0,57.0,0.78,30.04,4.0,0.0,Haze,2015,7,5
0100,64.0,57.0,0.78,30.04,4.0,0.0,Haze,2015,7,5
0130,64.0,57.0,0.78,30.05,2.5,0.0,Haze,2015,7,5
0200,64.0,57.0,0.78,30.05,2.5,0.0,Haze,2015,7,5
0230,63.0,57.0,0.81,30.06,2.0,0.0,Haze,2015,7,5
0300,63.0,57.0,0.81,30.07,1.8,0.0,Haze,2015,7,5
0330,62.1,57.0,0.84,30.07,1.5,0.0,Haze,2015,7,5
0400,62.1,57.0,0.84,30.07,1.5,0.0,Haze,2015,7,5
0430,60.1,55.9,0.86,30.06,1.5,0.0,Clear,2015,7,5
0500,60.1,55.9,0.86,30.06,1.5,0.0,Clear,2015,7,5
0530,60.1,55.0,0.83,30.08,1.0,0.0,Haze,2015,7,5
0600,60.1,55.9,0.86,30.09,0.8,0.0,Clear,2015,7,5
0630,63.0,57.9,0.84,30.09,1.0,0.0,Haze,2015,7,5
0700,66.9,59.0,0.76,30.10,1.2,0.0,Haze,2015,7,5
0730,70.0,59.0,0.68,30.10,1.8,0.0,Haze,2015,7,5
0800,72.0,60.1,0.66,30.10,3.0,0.0,Haze,2015,7,5
0830,73.9,60.1,0.62,30.09,6.0,4.6,Haze,2015,7,5
0900,73.9,60.1,0.62,30.09,6.0,4.6,Haze,2015,7,5
0930,78.1,60.1,0.54,30.09,10.0,4.6,Clear,2015,7,5
1000,78.1,60.1,0.54,30.09,10.0,4.6,Clear,2015,7,5
1030,79.0,59.0,0.5,30.08,10.0,8.1,Partly Cloudy,2015,7,5
1100,79.0,59.0,0.5,30.08,10.0,8.1,Partly Cloudy,2015,7,5
1130,79.0,59.0,0.5,30.07,10.0,4.6,Partly Cloudy,2015,7,5
1200,79.0,59.0,0.5,30.07,10.0,4.6,Partly Cloudy,2015,7,5
1230,81.0,59.0,0.47,30.08,10.0,6.9,Partly Cloudy,2015,7,5
1300,81.0,59.0,0.47,30.08,10.0,6.9,Partly Cloudy,2015,7,5
1330,82.0,59.0,0.45,30.06,10.0,9.2,Clear,2015,7,5
1400,82.0,59.0,0.45,30.06,10.0,9.2,Clear,2015,7,5
1430,82.9,59.0,0.44,30.04,10.0,4.6,Clear,2015,7,5
1500,82.9,59.0,0.44,30.04,10.0,4.6,Clear,2015,7,5
1530,82.9,59.0,0.44,30.04,10.0,10.4,Clear,2015,7,5
1600,82.9,59.0,0.44,30.04,10.0,10.4,Clear,2015,7,5
1630,82.9,57.9,0.42,30.03,10.0,10.4,Clear,2015,7,5
1700,82.9,57.9,0.42,30.03,10.0,10.4,Clear,2015,7,5
1730,82.0,59.0,0.45,30.02,10.0,9.2,Clear,2015,7,5
1800,82.0,59.0,0.45,30.02,10.0,9.2,Clear,2015,7,5
1830,81.0,60.1,0.49,30.02,10.0,9.2,Clear,2015,7,5
1900,81.0,60.1,0.49,30.02,10.0,9.2,Clear,2015,7,5
1930,80.1,59.0,0.48,30.01,10.0,4.6,Clear,2015,7,5
2000,80.1,59.0,0.48,30.01,10.0,4.6,Clear,2015,7,5
2030,75.0,60.1,0.6,30.00,10.0,4.6,Clear,2015,7,5
2100,75.0,60.1,0.6,30.00,10.0,4.6,Clear,2015,7,5
2130,72.0,60.1,0.66,30.02,10.0,3.5,Clear,2015,7,5
2200,72.0,60.1,0.66,30.02,10.0,3.5,Clear,2015,7,5
2230,70.0,61.0,0.73,30.00,9.0,4.6,Clear,2015,7,5
2300,70.0,61.0,0.73,30.00,9.0,4.6,Clear,2015,7,5
2330,69.1,60.1,0.73,30.00,8.0,0.0,Clear,2015,7,5
0000,66.0,60.1,0.81,30.00,8.0,4.6,Clear,2015,7,6
0030,66.0,60.1,0.81,30.00,8.0,4.6,Clear,2015,7,6
0100,66.0,60.1,0.81,30.00,8.0,4.6,Clear,2015,7,6
0130,66.9,60.1,0.79,30.00,8.0,3.5,Clear,2015,7,6
0200,66.9,60.1,0.79,30.00,8.0,3.5,Clear,2015,7,6
0230,66.9,60.1,0.79,30.02,8.0,0.0,Clear,2015,7,6
0300,66.9,60.1,0.79,30.02,8.0,0.0,Clear,2015,7,6
0330,66.0,61.0,0.84,30.00,7.0,4.6,Clear,2015,7,6
0400,66.0,61.0,0.84,30.00,7.0,4.6,Clear,2015,7,6
0430,64.9,61.0,0.87,29.97,6.0,4.6,Clear,2015,7,6
0500,64.9,61.0,0.87,29.97,6.0,4.6,Clear,2015,7,6
0530,64.9,61.0,0.87,29.99,4.0,5.8,Clear,2015,7,6
0600,64.9,61.0,0.87,29.99,4.0,5.8,Clear,2015,7,6
0630,69.1,64.0,0.84,30.00,4.0,4.6,Haze,2015,7,6
0700,69.1,64.0,0.84,30.00,4.0,4.6,Haze,2015,7,6
0730,73.0,64.9,0.76,29.98,6.0,9.2,Haze,2015,7,6
0800,73.0,64.9,0.76,29.98,6.0,9.2,Haze,2015,7,6
0830,75.9,66.0,0.71,29.97,6.0,11.5,Haze,2015,7,6
0900,75.9,66.0,0.71,29.97,6.0,11.5,Haze,2015,7,6
0930,79.0,68.0,0.69,29.97,7.0,12.7,Partly Cloudy,2015,7,6
1000,79.0,68.0,0.69,29.97,7.0,12.7,Partly Cloudy,2015,7,6
1030,81.0,68.0,0.65,29.96,9.0,13.8,Clear,2015,7,6
1100,81.0,68.0,0.65,29.96,9.0,13.8,Clear,2015,7,6
1130,82.9,69.1,0.63,29.94,9.0,16.1,Clear,2015,7,6
1200,82.9,69.1,0.63,29.94,9.0,16.1,Clear,2015,7,6
1230,84.9,70.0,0.61,29.91,8.0,15.0,Clear,2015,7,6
1300,84.9,70.0,0.61,29.91,8.0,15.0,Clear,2015,7,6
1330,82.9,66.9,0.58,29.92,10.0,25.3,Scattered Clouds,2015,7,6
1400,77.0,66.9,0.71,29.94,10.0,13.8,Light Rain,2015,7,6
1430,73.0,68.0,0.84,29.92,10.0,0.0,Light Rain,2015,7,6
1500,73.0,68.0,0.84,29.92,10.0,0.0,Light Rain,2015,7,6
1530,75.0,70.0,0.84,29.90,10.0,9.2,Clear,2015,7,6
1600,75.0,70.0,0.84,29.90,10.0,9.2,Clear,2015,7,6
1630,79.0,71.1,0.77,29.86,10.0,12.7,Clear,2015,7,6
1700,79.0,71.1,0.77,29.86,10.0,12.7,Clear,2015,7,6
1730,82.0,70.0,0.67,29.85,10.0,16.1,Clear,2015,7,6
1800,82.0,70.0,0.67,29.85,10.0,16.1,Clear,2015,7,6
1830,81.0,70.0,0.69,29.83,10.0,15.0,Clear,2015,7,6
1900,81.0,70.0,0.69,29.83,10.0,15.0,Clear,2015,7,6
1930,80.1,69.1,0.69,29.83,10.0,10.4,Partly Cloudy,2015,7,6
2000,80.1,69.1,0.69,29.83,10.0,10.4,Partly Cloudy,2015,7,6
2030,75.2,71.6,0.89,29.87,4.0,11.5,Rain,2015,7,6
2100,73.0,70.0,0.9,29.88,2.0,12.7,Rain,2015,7,6
2130,73.0,70.0,0.9,29.88,7.0,9.2,Light Rain,2015,7,6
2200,73.0,69.1,0.87,29.87,10.0,11.5,Mostly Cloudy,2015,7,6
2230,72.0,66.9,0.84,29.87,10.0,10.4,Light Rain,2015,7,6
2300,71.1,68.0,0.9,29.89,1.8,10.4,Heavy Rain,2015,7,6
2330,71.1,69.1,0.93,29.87,3.0,9.2,Light Rain,2015,7,6
0000,71.1,69.1,0.93,29.82,10.0,5.8,Clear,2015,7,7
0030,71.1,69.1,0.93,29.82,10.0,5.8,Clear,2015,7,7
0100,71.1,69.1,0.93,29.82,10.0,5.8,Clear,2015,7,7
0130,72.0,69.1,0.91,29.83,10.0,5.8,Light Rain,2015,7,7
0200,72.0,68.0,0.87,29.84,10.0,5.8,Mostly Cloudy,2015,7,7
0230,71.6,68.0,0.88,29.85,10.0,4.6,Overcast,2015,7,7
0300,71.6,68.0,0.88,29.85,10.0,4.6,Overcast,2015,7,7
0330,69.1,64.9,0.87,29.86,10.0,10.4,Overcast,2015,7,7
0400,61.0,57.0,0.87,29.90,9.0,13.8,Overcast,2015,7,7
0430,61.0,57.0,0.87,29.90,7.0,13.8,Light Rain,2015,7,7
0500,61.0,57.0,0.87,29.90,7.0,13.8,Light Rain,2015,7,7
0530,59.0,57.0,0.93,29.92,4.0,15.0,Light Rain,2015,7,7
0600,59.0,55.9,0.9,29.94,2.5,19.6,Light Rain,2015,7,7
0630,57.9,55.0,0.9,29.95,2.5,13.8,Light Rain,2015,7,7
0700,57.9,55.0,0.9,29.96,3.0,11.5,Light Rain,2015,7,7
0730,59.0,54.0,0.83,29.97,7.0,11.5,Overcast,2015,7,7
0800,59.0,54.0,0.83,29.97,7.0,11.5,Overcast,2015,7,7
0830,59.0,51.1,0.75,30.00,10.0,12.7,Overcast,2015,7,7
0900,59.0,51.1,0.75,30.00,10.0,12.7,Overcast,2015,7,7
0930,63.0,51.1,0.65,30.00,10.0,12.7,Overcast,2015,7,7
1000,63.0,51.1,0.65,30.00,10.0,12.7,Overcast,2015,7,7
1030,64.0,48.9,0.58,30.01,10.0,12.7,Overcast,2015,7,7
1100,64.0,48.9,0.58,30.01,10.0,12.7,Overcast,2015,7,7
1130,66.0,46.9,0.5,30.02,10.0,13.8,Clear,2015,7,7
1200,66.0,46.9,0.5,30.02,10.0,13.8,Clear,2015,7,7
1230,66.0,45.0,0.47,30.03,10.0,18.4,Clear,2015,7,7
1300,66.0,45.0,0.47,30.03,10.0,18.4,Clear,2015,7,7
1330,66.0,45.0,0.47,30.04,10.0,15.0,Clear,2015,7,7
1400,66.0,45.0,0.47,30.04,10.0,15.0,Clear,2015,7,7
1430,64.9,46.0,0.5,30.05,10.0,13.8,Clear,2015,7,7
1500,64.9,46.0,0.5,30.05,10.0,13.8,Clear,2015,7,7
1530,64.0,46.0,0.52,30.06,10.0,12.7,Clear,2015,7,7
1600,64.0,46.0,0.52,30.06,10.0,12.7,Clear,2015,7,7
1630,63.0,46.0,0.54,30.08,10.0,16.1,Clear,2015,7,7
1700,63.0,46.0,0.54,30.08,10.0,16.1,Clear,2015,7,7
1730,62.1,46.9,0.58,30.08,10.0,9.2,Clear,2015,7,7
1800,62.1,46.9,0.58,30.08,10.0,9.2,Clear,2015,7,7
1830,62.1,45.0,0.53,30.09,10.0,12.7,Clear,2015,7,7
1900,62.1,45.0,0.53,30.09,10.0,12.7,Clear,2015,7,7
1930,59.0,45.0,0.6,30.10,10.0,9.2,Clear,2015,7,7
2000,59.0,45.0,0.6,30.10,10.0,9.2,Clear,2015,7,7
2030,57.0,46.0,0.67,30.10,10.0,5.8,Clear,2015,7,7
2100,57.0,46.0,0.67,30.10,10.0,5.8,Clear,2015,7,7
2130,55.0,46.0,0.72,30.12,10.0,5.8,Clear,2015,7,7
2200,55.0,46.0,0.72,30.12,10.0,5.8,Clear,2015,7,7
2230,55.0,46.9,0.74,30.13,10.0,0.0,Clear,2015,7,7
2300,55.0,46.9,0.74,30.13,10.0,0.0,Clear,2015,7,7
2330,54.0,48.0,0.8,30.13,10.0,3.5,Clear,2015,7,7
0000,54.0,48.0,0.8,30.12,10.0,5.8,Clear,2015,7,8
0030,54.0,48.0,0.8,30.12,10.0,5.8,Clear,2015,7,8
0100,54.0,48.0,0.8,30.12,10.0,5.8,Clear,2015,7,8
0130,54.0,48.0,0.8,30.12,10.0,8.1,Clear,2015,7,8
0200,54.0,48.0,0.8,30.12,10.0,8.1,Clear,2015,7,8
0230,53.1,48.0,0.83,30.12,10.0,4.6,Clear,2015,7,8
0300,53.1,48.0,0.83,30.12,10.0,4.6,Clear,2015,7,8
0330,53.1,48.0,0.83,30.12,10.0,3.5,Clear,2015,7,8
0400,53.1,48.0,0.83,30.12,10.0,3.5,Clear,2015,7,8
0430,53.1,48.9,0.86,30.12,10.0,0.0,Clear,2015,7,8
0500,53.1,48.9,0.86,30.12,10.0,0.0,Clear,2015,7,8
0530,53.1,50.0,0.89,30.14,10.0,3.5,Clear,2015,7,8
0600,53.1,50.0,0.89,30.14,10.0,3.5,Clear,2015,7,8
0630,55.0,51.1,0.86,30.13,10.0,3.5,Clear,2015,7,8
0700,55.0,51.1,0.86,30.13,10.0,3.5,Clear,2015,7,8
0730,57.9,53.1,0.84,30.13,10.0,4.6,Clear,2015,7,8
0800,57.9,53.1,0.84,30.13,10.0,4.6,Clear,2015,7,8
0830,60.1,52.0,0.75,30.14,10.0,5.8,Clear,2015,7,8
0900,60.1,52.0,0.75,30.14,10.0,5.8,Clear,2015,7,8
0930,62.1,52.0,0.7,30.14,10.0,5.8,Clear,2015,7,8
1000,62.1,52.0,0.7,30.14,10.0,5.8,Clear,2015,7,8
1030,63.0,52.0,0.67,30.12,10.0,5.8,Clear,2015,7,8
1100,63.0,52.0,0.67,30.12,10.0,5.8,Clear,2015,7,8
1130,64.0,54.0,0.7,30.12,10.0,6.9,Clear,2015,7,8
1200,64.0,54.0,0.7,30.12,10.0,6.9,Clear,2015,7,8
