Time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Speed,Conditions,Year,Month,Day
730,57,53.1,0.84,30.04,10,6.9,Overcast,2015,7,2
800,57,53.1,0.84,30.04,10,6.9,Overcast,2015,7,2
830,59,53.1,0.84,30.03,10,9.2,Overcast,2015,7,2
900,59,53.1,0.84,30.03,10,9.2,Overcast,2015,7,2
930,60.1,53.1,0.84,30.04,10,13.8,Overcast,2015,7,2
1000,61,52,0.84,30.04,10,11.5,Overcast,2015,7,2
1030,62.6,51.8,0.84,30.03,10,13.8,Scattered Clouds,2015,7,2
1100,62.6,51.8,0.84,30.03,10,13.8,Scattered Clouds,2015,7,2
1130,64,52,0.84,30.04,10,12.7,Partly Cloudy,2015,7,2
1200,64,52,0.84,30.04,10,12.7,Partly Cloudy,2015,7,2
1230,64.9,52,0.84,30.03,10,9.2,Clear,2015,7,2
1300,64.9,52,0.84,30.03,10,9.2,Clear,2015,7,2
1330,66,52,0.84,30.03,10,9.2,Clear,2015,7,2
1400,66,52,0.84,30.03,10,9.2,Clear,2015,7,2
1430,64.9,51.1,0.84,30.02,10,13.8,Clear,2015,7,2
1500,64.9,51.1,0.84,30.02,10,13.8,Clear,2015,7,2
1530,64,51.1,0.84,30.01,10,9.2,Clear,2015,7,2
1600,64,51.1,0.84,30.01,10,9.2,Clear,2015,7,2
1630,64.9,52,0.84,30.01,10,8.1,Clear,2015,7,2
1700,64.9,52,0.84,30.01,10,8.1,Clear,2015,7,2
1730,64,52,0.84,30,10,9.2,Clear,2015,7,2
1800,64,52,0.84,30,10,9.2,Clear,2015,7,2
1830,62.1,51.1,0.84,29.99,10,9.2,Clear,2015,7,2
1900,62.1,51.1,0.84,29.99,10,9.2,Clear,2015,7,2
1930,59,48.9,0.84,30,10,10.4,Clear,2015,7,2
2000,59,48.9,0.84,30,10,10.4,Clear,2015,7,2
2030,57.9,48.9,0.84,30,10,5.8,Clear,2015,7,2
2100,57.9,48.9,0.84,30,10,5.8,Clear,2015,7,2
2130,57.9,48,0.84,30.02,10,5.8,Clear,2015,7,2
2200,57.9,48,0.84,30.02,10,5.8,Clear,2015,7,2
2230,57,46.9,0.84,30.02,10,3.5,Clear,2015,7,2
2300,57,46.9,0.84,30.02,10,3.5,Clear,2015,7,2
2330,55.9,46.9,0.84,30.01,10,3.5,Clear,2015,7,2
0,55.9,46.9,0.84,30.02,10,3.5,Clear,2015,7,3
30,55.9,46.9,0.84,30.02,10,3.5,Clear,2015,7,3
100,55.9,46.9,0.84,30.02,10,3.5,Clear,2015,7,3
130,55.9,48,0.84,29.99,10,3.5,Clear,2015,7,3
200,55.9,48,0.84,29.99,10,3.5,Clear,2015,7,3
230,54,48,0.84,29.99,10,0,Clear,2015,7,3
300,54,48,0.84,29.99,10,0,Clear,2015,7,3
330,55,48.9,0.84,29.98,10,0,Clear,2015,7,3
400,55,48.9,0.84,29.98,10,0,Clear,2015,7,3
430,54,50,0.84,29.98,10,0,Clear,2015,7,3
500,54,50,0.84,29.98,10,0,Clear,2015,7,3
530,55,51.1,0.84,29.99,10,0,Clear,2015,7,3
600,55,51.1,0.84,29.99,10,0,Clear,2015,7,3
630,57,53.1,0.84,29.99,10,0,Clear,2015,7,3
700,57,53.1,0.84,29.99,10,0,Clear,2015,7,3
730,63,55.9,0.84,30,10,3.5,Clear,2015,7,3
800,63,55.9,0.84,30,10,3.5,Clear,2015,7,3
830,66,55.9,0.84,30,10,3.5,Clear,2015,7,3
900,66,55.9,0.84,30,10,3.5,Clear,2015,7,3
930,68,55.9,0.84,29.99,10,0,Clear,2015,7,3
1000,68,55.9,0.84,29.99,10,0,Clear,2015,7,3
1030,73,55,0.84,29.99,10,3.5,Clear,2015,7,3
1100,73,55,0.84,29.99,10,3.5,Clear,2015,7,3
1130,73,54,0.84,29.98,10,3.5,Clear,2015,7,3
1200,73,54,0.84,29.98,10,3.5,Clear,2015,7,3
1230,73,53.1,0.84,29.98,10,5.8,Clear,2015,7,3
1300,73,53.1,0.84,29.98,10,5.8,Clear,2015,7,3
1330,73.9,53.1,0.84,29.97,10,-,Clear,2015,7,3
1400,73.9,53.1,0.84,29.97,10,-,Clear,2015,7,3
1430,75,53.1,0.84,29.96,10,5.8,Clear,2015,7,3
1500,75,53.1,0.84,29.96,10,5.8,Clear,2015,7,3
1530,75,53.1,0.84,29.95,10,6.9,Clear,2015,7,3
1600,75,53.1,0.84,29.95,10,6.9,Clear,2015,7,3
1630,73.9,53.1,0.84,29.93,10,9.2,Clear,2015,7,3
1700,73.9,53.1,0.84,29.93,10,9.2,Clear,2015,7,3
1730,72,52,0.84,29.94,10,8.1,Clear,2015,7,3
1800,72,52,0.84,29.94,10,8.1,Clear,2015,7,3
1830,71.1,52,0.84,29.94,10,5.8,Clear,2015,7,3
1900,71.1,52,0.84,29.94,10,5.8,Clear,2015,7,3
1930,68,52,0.84,29.92,10,4.6,Clear,2015,7,3
2000,68,52,0.84,29.92,10,4.6,Clear,2015,7,3
2030,66,53.1,0.84,29.93,10,0,Clear,2015,7,3
2100,66,53.1,0.84,29.93,10,0,Clear,2015,7,3
2130,64,54,0.84,29.94,10,0,Clear,2015,7,3
2200,64,54,0.84,29.94,10,0,Clear,2015,7,3
2230,62.1,54,0.84,29.95,10,0,Clear,2015,7,3
2300,62.1,54,0.84,29.95,10,0,Clear,2015,7,3
2330,61,54,0.84,29.96,10,0,Clear,2015,7,3
0,60.1,54,0.84,29.96,10,0,Clear,2015,7,4
30,60.1,54,0.84,29.96,10,0,Clear,2015,7,4
100,60.1,54,0.84,29.96,10,0,Clear,2015,7,4
130,59,54,0.84,29.95,9,0,Clear,2015,7,4
200,59,54,0.84,29.95,9,0,Clear,2015,7,4
230,59,54,0.84,29.97,9,0,Clear,2015,7,4
300,59,54,0.84,29.97,9,0,Clear,2015,7,4
330,59,54,0.84,29.96,7,0,Clear,2015,7,4
400,59,54,0.84,29.96,7,0,Clear,2015,7,4
430,57,53.1,0.84,29.97,6,0,Clear,2015,7,4
500,57,53.1,0.84,29.97,6,0,Clear,2015,7,4
530,59,54,0.84,29.97,6,0,Haze,2015,7,4
600,59,54,0.84,29.97,6,0,Haze,2015,7,4
630,61,55,0.84,29.99,6,0,Haze,2015,7,4
700,61,55,0.84,29.99,6,0,Haze,2015,7,4
730,66.9,57,0.84,29.99,10,0,Clear,2015,7,4
800,66.9,57,0.84,29.99,10,0,Clear,2015,7,4
830,72,55.9,0.84,29.99,10,3.5,Clear,2015,7,4
900,72,55.9,0.84,29.99,10,3.5,Clear,2015,7,4
930,75,57,0.84,30,10,0,Clear,2015,7,4
1000,75,57,0.84,30,10,0,Clear,2015,7,4
1030,75.9,55.9,0.84,30.01,10,3.5,Clear,2015,7,4
1100,75.9,55.9,0.84,30.01,10,3.5,Clear,2015,7,4
1130,78.1,57,0.84,30.01,10,4.6,Clear,2015,7,4
1200,78.1,57,0.84,30.01,10,4.6,Clear,2015,7,4
1230,80.1,55.9,0.84,30,10,4.6,Clear,2015,7,4
1300,80.1,55.9,0.84,30,10,4.6,Clear,2015,7,4
1330,79,55,0.84,30,10,5.8,Clear,2015,7,4
1400,79,55,0.84,30,10,5.8,Clear,2015,7,4
1430,81,54,0.84,30,10,3.5,Clear,2015,7,4
1500,81,54,0.84,30,10,3.5,Clear,2015,7,4
1530,81,55.9,0.84,29.99,10,5.8,Clear,2015,7,4
1600,81,55.9,0.84,29.99,10,5.8,Clear,2015,7,4
1630,80.1,57,0.84,29.99,10,6.9,Clear,2015,7,4
1700,80.1,57,0.84,29.99,10,6.9,Clear,2015,7,4
1730,79,55.9,0.84,29.99,10,6.9,Clear,2015,7,4
1800,79,55.9,0.84,29.99,10,6.9,Clear,2015,7,4
1830,77,55.9,0.84,29.99,10,4.6,Clear,2015,7,4
1900,77,55.9,0.84,29.99,10,4.6,Clear,2015,7,4
2030,71.1,55,0.84,30,10,0,Clear,2015,7,4
2100,71.1,55,0.84,30,10,0,Clear,2015,7,4
2130,69.1,55.9,0.84,30.02,9,3.5,Clear,2015,7,4
2200,69.1,55.9,0.84,30.02,9,3.5,Clear,2015,7,4
2230,66,55.9,0.84,30.04,9,0,Clear,2015,7,4
2300,66,55.9,0.84,30.04,9,0,Clear,2015,7,4
2330,66,55.9,0.84,30.04,5,0,Haze,2015,7,4
0,64,57,0.84,30.04,4,0,Haze,2015,7,5
30,64,57,0.84,30.04,4,0,Haze,2015,7,5
100,64,57,0.84,30.04,4,0,Haze,2015,7,5
130,64,57,0.84,30.05,2.5,0,Haze,2015,7,5
200,64,57,0.84,30.05,2.5,0,Haze,2015,7,5
230,63,57,0.84,30.06,2,0,Haze,2015,7,5
300,63,57,0.84,30.07,1.8,0,Haze,2015,7,5
330,62.1,57,0.84,30.07,1.5,0,Haze,2015,7,5
400,62.1,57,0.84,30.07,1.5,0,Haze,2015,7,5
430,60.1,55.9,0.84,30.06,1.5,0,Clear,2015,7,5
500,60.1,55.9,0.84,30.06,1.5,0,Clear,2015,7,5
530,60.1,55,0.84,30.08,1,0,Haze,2015,7,5
600,60.1,55.9,0.84,30.09,0.8,0,Clear,2015,7,5
630,63,57.9,0.84,30.09,1,0,Haze,2015,7,5
700,66.9,59,0.84,30.1,1.2,0,Haze,2015,7,5
730,70,59,0.84,30.1,1.8,0,Haze,2015,7,5
800,72,60.1,0.84,30.1,3,0,Haze,2015,7,5
830,73.9,60.1,0.84,30.09,6,4.6,Haze,2015,7,5
900,73.9,60.1,0.84,30.09,6,4.6,Haze,2015,7,5
930,78.1,60.1,0.84,30.09,10,4.6,Clear,2015,7,5
1000,78.1,60.1,0.84,30.09,10,4.6,Clear,2015,7,5
1030,79,59,0.84,30.08,10,8.1,Partly Cloudy,2015,7,5
1100,79,59,0.84,30.08,10,8.1,Partly Cloudy,2015,7,5
1130,79,59,0.84,30.07,10,4.6,Partly Cloudy,2015,7,5
1200,79,59,0.84,30.07,10,4.6,Partly Cloudy,2015,7,5
1230,81,59,0.84,30.08,10,6.9,Partly Cloudy,2015,7,5
1300,81,59,0.84,30.08,10,6.9,Partly Cloudy,2015,7,5
1330,82,59,0.84,30.06,10,9.2,Clear,2015,7,5
1400,82,59,0.84,30.06,10,9.2,Clear,2015,7,5
1430,82.9,59,0.84,30.04,10,4.6,Clear,2015,7,5
1500,82.9,59,0.84,30.04,10,4.6,Clear,2015,7,5
1530,82.9,59,0.84,30.04,10,10.4,Clear,2015,7,5
1600,82.9,59,0.84,30.04,10,10.4,Clear,2015,7,5
1630,82.9,57.9,0.84,30.03,10,10.4,Clear,2015,7,5
1700,82.9,57.9,0.84,30.03,10,10.4,Clear,2015,7,5
1730,82,59,0.84,30.02,10,9.2,Clear,2015,7,5
1800,82,59,0.84,30.02,10,9.2,Clear,2015,7,5
1830,81,60.1,0.84,30.02,10,9.2,Clear,2015,7,5
1900,81,60.1,0.84,30.02,10,9.2,Clear,2015,7,5
1930,80.1,59,0.84,30.01,10,4.6,Clear,2015,7,5
2000,80.1,59,0.84,30.01,10,4.6,Clear,2015,7,5
2030,75,60.1,0.84,30,10,4.6,Clear,2015,7,5
2100,75,60.1,0.84,30,10,4.6,Clear,2015,7,5
2130,72,60.1,0.84,30.02,10,3.5,Clear,2015,7,5
2200,72,60.1,0.84,30.02,10,3.5,Clear,2015,7,5
2230,70,61,0.84,30,9,4.6,Clear,2015,7,5
2300,70,61,0.84,30,9,4.6,Clear,2015,7,5
2330,69.1,60.1,0.84,30,8,0,Clear,2015,7,5
0,66,60.1,0.84,30,8,4.6,Clear,2015,7,6
30,66,60.1,0.84,30,8,4.6,Clear,2015,7,6
100,66,60.1,0.84,30,8,4.6,Clear,2015,7,6
130,66.9,60.1,0.84,30,8,3.5,Clear,2015,7,6
200,66.9,60.1,0.84,30,8,3.5,Clear,2015,7,6
230,66.9,60.1,0.84,30.02,8,0,Clear,2015,7,6
300,66.9,60.1,0.84,30.02,8,0,Clear,2015,7,6
330,66,61,0.84,30,7,4.6,Clear,2015,7,6
400,66,61,0.84,30,7,4.6,Clear,2015,7,6
430,64.9,61,0.84,29.97,6,4.6,Clear,2015,7,6
500,64.9,61,0.84,29.97,6,4.6,Clear,2015,7,6
530,64.9,61,0.84,29.99,4,5.8,Clear,2015,7,6
600,64.9,61,0.84,29.99,4,5.8,Clear,2015,7,6
630,69.1,64,0.84,30,4,4.6,Haze,2015,7,6
700,69.1,64,0.84,30,4,4.6,Haze,2015,7,6
730,73,64.9,0.84,29.98,6,9.2,Haze,2015,7,6
800,73,64.9,0.84,29.98,6,9.2,Haze,2015,7,6
830,75.9,66,0.84,29.97,6,11.5,Haze,2015,7,6
900,75.9,66,0.84,29.97,6,11.5,Haze,2015,7,6
930,79,68,0.84,29.97,7,12.7,Partly Cloudy,2015,7,6
1000,79,68,0.84,29.97,7,12.7,Partly Cloudy,2015,7,6
1030,81,68,0.84,29.96,9,13.8,Clear,2015,7,6
1100,81,68,0.84,29.96,9,13.8,Clear,2015,7,6
1130,82.9,69.1,0.84,29.94,9,16.1,Clear,2015,7,6
1200,82.9,69.1,0.84,29.94,9,16.1,Clear,2015,7,6
1230,84.9,70,0.84,29.91,8,15,Clear,2015,7,6
1300,84.9,70,0.84,29.91,8,15,Clear,2015,7,6
1330,82.9,66.9,0.84,29.92,10,25.3,Scattered Clouds,2015,7,6
1400,77,66.9,0.84,29.94,10,13.8,Light Rain,2015,7,6
1430,73,68,0.84,29.92,10,0,Light Rain,2015,7,6
1500,73,68,0.84,29.92,10,0,Light Rain,2015,7,6
1530,75,70,0.84,29.9,10,9.2,Clear,2015,7,6
1600,75,70,0.84,29.9,10,9.2,Clear,2015,7,6
1630,79,71.1,0.84,29.86,10,12.7,Clear,2015,7,6
1700,79,71.1,0.84,29.86,10,12.7,Clear,2015,7,6
1730,82,70,0.84,29.85,10,16.1,Clear,2015,7,6
1800,82,70,0.84,29.85,10,16.1,Clear,2015,7,6
1830,81,70,0.84,29.83,10,15,Clear,2015,7,6
1900,81,70,0.84,29.83,10,15,Clear,2015,7,6
1930,80.1,69.1,0.84,29.83,10,10.4,Partly Cloudy,2015,7,6
2000,80.1,69.1,0.84,29.83,10,10.4,Partly Cloudy,2015,7,6
2030,75.2,71.6,0.84,29.87,4,11.5,Rain,2015,7,6
2100,73,70,0.84,29.88,2,12.7,Rain,2015,7,6
2130,73,70,0.84,29.88,7,9.2,Light Rain,2015,7,6
2200,73,69.1,0.84,29.87,10,11.5,Mostly Cloudy,2015,7,6
2230,72,66.9,0.84,29.87,10,10.4,Light Rain,2015,7,6
2300,71.1,68,0.84,29.89,1.8,10.4,Heavy Rain,2015,7,6
2330,71.1,69.1,0.84,29.87,3,9.2,Light Rain,2015,7,6
0,71.1,69.1,0.84,29.82,10,5.8,Clear,2015,7,7
30,71.1,69.1,0.84,29.82,10,5.8,Clear,2015,7,7
100,71.1,69.1,0.84,29.82,10,5.8,Clear,2015,7,7
130,72,69.1,0.84,29.83,10,5.8,Light Rain,2015,7,7
200,72,68,0.84,29.84,10,5.8,Mostly Cloudy,2015,7,7
230,71.6,68,0.84,29.85,10,4.6,Overcast,2015,7,7
300,71.6,68,0.84,29.85,10,4.6,Overcast,2015,7,7
330,69.1,64.9,0.84,29.86,10,10.4,Overcast,2015,7,7
400,61,57,0.84,29.9,9,13.8,Overcast,2015,7,7
430,61,57,0.84,29.9,7,13.8,Light Rain,2015,7,7
500,61,57,0.84,29.9,7,13.8,Light Rain,2015,7,7
530,59,57,0.84,29.92,4,15,Light Rain,2015,7,7
600,59,55.9,0.84,29.94,2.5,19.6,Light Rain,2015,7,7
630,57.9,55,0.84,29.95,2.5,13.8,Light Rain,2015,7,7
700,57.9,55,0.84,29.96,3,11.5,Light Rain,2015,7,7
730,59,54,0.84,29.97,7,11.5,Overcast,2015,7,7
800,59,54,0.84,29.97,7,11.5,Overcast,2015,7,7
830,59,51.1,0.84,30,10,12.7,Overcast,2015,7,7
900,59,51.1,0.84,30,10,12.7,Overcast,2015,7,7
930,63,51.1,0.84,30,10,12.7,Overcast,2015,7,7
1000,63,51.1,0.84,30,10,12.7,Overcast,2015,7,7
1030,64,48.9,0.84,30.01,10,12.7,Overcast,2015,7,7
1100,64,48.9,0.84,30.01,10,12.7,Overcast,2015,7,7
1130,66,46.9,0.84,30.02,10,13.8,Clear,2015,7,7
1200,66,46.9,0.84,30.02,10,13.8,Clear,2015,7,7
1230,66,45,0.84,30.03,10,18.4,Clear,2015,7,7
1300,66,45,0.84,30.03,10,18.4,Clear,2015,7,7
1330,66,45,0.84,30.04,10,15,Clear,2015,7,7
1400,66,45,0.84,30.04,10,15,Clear,2015,7,7
1430,64.9,46,0.84,30.05,10,13.8,Clear,2015,7,7
1500,64.9,46,0.84,30.05,10,13.8,Clear,2015,7,7
1530,64,46,0.84,30.06,10,12.7,Clear,2015,7,7
1600,64,46,0.84,30.06,10,12.7,Clear,2015,7,7
1630,63,46,0.84,30.08,10,16.1,Clear,2015,7,7
1700,63,46,0.84,30.08,10,16.1,Clear,2015,7,7
1730,62.1,46.9,0.84,30.08,10,9.2,Clear,2015,7,7
1800,62.1,46.9,0.84,30.08,10,9.2,Clear,2015,7,7
1830,62.1,45,0.84,30.09,10,12.7,Clear,2015,7,7
1900,62.1,45,0.84,30.09,10,12.7,Clear,2015,7,7
1930,59,45,0.84,30.1,10,9.2,Clear,2015,7,7
2000,59,45,0.84,30.1,10,9.2,Clear,2015,7,7
2030,57,46,0.84,30.1,10,5.8,Clear,2015,7,7
2100,57,46,0.84,30.1,10,5.8,Clear,2015,7,7
2130,55,46,0.84,30.12,10,5.8,Clear,2015,7,7
2200,55,46,0.84,30.12,10,5.8,Clear,2015,7,7
2230,55,46.9,0.84,30.13,10,0,Clear,2015,7,7
2300,55,46.9,0.84,30.13,10,0,Clear,2015,7,7
2330,54,48,0.84,30.13,10,3.5,Clear,2015,7,7
0,54,48,0.84,30.12,10,5.8,Clear,2015,7,8
30,54,48,0.84,30.12,10,5.8,Clear,2015,7,8
100,54,48,0.84,30.12,10,5.8,Clear,2015,7,8
130,54,48,0.84,30.12,10,8.1,Clear,2015,7,8
200,54,48,0.84,30.12,10,8.1,Clear,2015,7,8
230,53.1,48,0.84,30.12,10,4.6,Clear,2015,7,8
300,53.1,48,0.84,30.12,10,4.6,Clear,2015,7,8
330,53.1,48,0.84,30.12,10,3.5,Clear,2015,7,8
400,53.1,48,0.84,30.12,10,3.5,Clear,2015,7,8
430,53.1,48.9,0.84,30.12,10,0,Clear,2015,7,8
500,53.1,48.9,0.84,30.12,10,0,Clear,2015,7,8
530,53.1,50,0.84,30.14,10,3.5,Clear,2015,7,8
600,53.1,50,0.84,30.14,10,3.5,Clear,2015,7,8
630,55,51.1,0.84,30.13,10,3.5,Clear,2015,7,8
700,55,51.1,0.84,30.13,10,3.5,Clear,2015,7,8
730,57.9,53.1,0.84,30.13,10,4.6,Clear,2015,7,8
800,57.9,53.1,0.84,30.13,10,4.6,Clear,2015,7,8
830,60.1,52,0.84,30.14,10,5.8,Clear,2015,7,8
900,60.1,52,0.84,30.14,10,5.8,Clear,2015,7,8
930,62.1,52,0.84,30.14,10,5.8,Clear,2015,7,8
1000,62.1,52,0.84,30.14,10,5.8,Clear,2015,7,8
1030,63,52,0.84,30.12,10,5.8,Clear,2015,7,8
1100,63,52,0.84,30.12,10,5.8,Clear,2015,7,8
1130,64,54,0.84,30.12,10,6.9,Clear,2015,7,8
1200,64,54,0.84,30.12,10,6.9,Clear,2015,7,8
1230,64.9,52,0.84,30.09,10,5.8,Clear,2015,7,8
1300,64.9,52,0.84,30.09,10,5.8,Clear,2015,7,8
1330,64,54,0.84,30.09,10,9.2,Clear,2015,7,8
1400,64,54,0.84,30.09,10,9.2,Clear,2015,7,8
1430,64,53.1,0.84,30.07,10,5.8,Clear,2015,7,8
1500,64,53.1,0.84,30.07,10,5.8,Clear,2015,7,8
1530,64,53.1,0.84,30.06,10,6.9,Overcast,2015,7,8
1600,64,53.1,0.84,30.06,10,6.9,Overcast,2015,7,8
1630,64,53.1,0.84,30.05,10,6.9,Mostly Cloudy,2015,7,8
1700,64,53.1,0.84,30.05,10,6.9,Mostly Cloudy,2015,7,8
1730,62.1,54,0.84,30.01,10,8.1,Overcast,2015,7,8
1800,62.1,54,0.84,30.01,10,8.1,Overcast,2015,7,8
1830,61,54,0.84,30.02,10,5.8,Overcast,2015,7,8
1900,61,54,0.84,30.02,10,5.8,Overcast,2015,7,8
1930,61,55,0.84,30.02,10,4.6,Overcast,2015,7,8
2000,60.1,55.9,0.84,30.01,9,4.6,Light Rain,2015,7,8
2030,60.1,57,0.84,30.01,3,4.6,Light Rain,2015,7,8
2100,60.1,57,0.84,30.01,3,4.6,Light Rain,2015,7,8
2130,59,57,0.84,30.01,2.5,6.9,Light Rain,2015,7,8
2200,57.9,55.9,0.84,30.01,3,6.9,Light Rain,2015,7,8
2230,57.9,57,0.84,29.99,4,6.9,Light Rain,2015,7,8
2300,57.9,57,0.84,29.99,4,6.9,Light Rain,2015,7,8
2330,59,57,0.84,29.97,2,6.9,Overcast,2015,7,8
0,59,57,0.84,29.95,2.5,10.4,Overcast,2015,7,9
30,59,57,0.84,29.93,2.5,8.1,Overcast,2015,7,9
100,59,57.9,0.84,29.92,2.5,8.1,Overcast,2015,7,9
130,59,57.9,0.84,29.92,2,8.1,Overcast,2015,7,9
200,59,57.9,0.84,29.92,2,8.1,Overcast,2015,7,9
230,57.2,57.2,0.84,29.9,3,6.9,Overcast,2015,7,9
300,57.9,55.9,0.84,29.9,2.5,9.2,Overcast,2015,7,9
330,57.2,55.4,0.84,29.91,3,6.9,Overcast,2015,7,9
400,57.9,57,0.84,29.91,2.5,8.1,Overcast,2015,7,9
430,57.9,57,0.84,29.92,3,8.1,Overcast,2015,7,9
500,59,57,0.84,29.94,2,10.4,Overcast,2015,7,9
530,59,57.2,0.84,29.95,3,6.9,Overcast,2015,7,9
600,59,57,0.84,29.96,4,5.8,Overcast,2015,7,9
630,57.9,55.9,0.84,29.97,8,8.1,Overcast,2015,7,9
700,57.9,55.9,0.84,29.97,8,8.1,Overcast,2015,7,9
730,60.1,55,0.84,29.99,10,8.1,Overcast,2015,7,9
800,60.1,55,0.84,29.99,10,8.1,Overcast,2015,7,9
830,61,55,0.84,30.01,10,8.1,Overcast,2015,7,9
900,61,55,0.84,30.01,10,8.1,Overcast,2015,7,9
930,63,55.9,0.84,30.02,10,6.9,Overcast,2015,7,9
1000,63,55.9,0.84,30.02,10,6.9,Overcast,2015,7,9
1030,66.9,55.9,0.84,30.03,10,6.9,Overcast,2015,7,9
1100,66.9,55.9,0.84,30.03,10,6.9,Overcast,2015,7,9
1130,69.1,55.9,0.84,30.02,10,5.8,Overcast,2015,7,9
1200,69.1,55.9,0.84,30.02,10,5.8,Overcast,2015,7,9
1230,69.1,54,0.84,30.04,10,6.9,Scattered Clouds,2015,7,9
1300,69.1,54,0.84,30.04,10,6.9,Scattered Clouds,2015,7,9
1330,68,55,0.84,30.03,10,5.8,Partly Cloudy,2015,7,9
1400,68,55,0.84,30.03,10,5.8,Partly Cloudy,2015,7,9
1430,72,51.1,0.84,30.03,10,0,Clear,2015,7,9
1500,72,51.1,0.84,30.03,10,0,Clear,2015,7,9
1530,75,53.1,0.84,30.03,10,3.5,Clear,2015,7,9
